x,y,theta1,theta2,theta3,sin_theta1,sin_theta2,sin_theta3,cos_theta1,cos_theta2,cos_theta3,theta_sum,U
1.6278168897891088,-0.8449589165638548,-0.05595705685571284,0.2002942675883913,-2.083636586705412,-0.05592785937712853,0.19895772401749548,-0.8713544390005115,0.9984348123665822,0.98000807346357,-0.49065409570705093,-1.9392993759727335,-3.8307913926374404
1.6478281908208032,0.2861504414538062,-0.24294403240954798,2.0314500938235587,-2.2549164705253726,-0.240561242652373,0.8957620674199425,-0.7749754085787641,0.9706339621780943,-0.44453382162840044,-0.6319913892595195,-0.4664104091113619,6.262188274789211
1.6228537699150558,0.8387325337993926,0.815865691597891,0.3805390779819677,-2.1583695864657524,0.7283190763441145,0.37142103815072347,-0.8322883747747082,0.6852381505967512,0.9284645455907505,-0.5543429094115616,-0.9619648168858936,27.534067653485728
1.186387503944755,-2.1718165098008435,-0.998455473864624,0.6171068370084933,-1.4767617226935332,-0.8406354704173001,0.5786780490474785,-0.9955820035692121,0.5416013348176725,0.8155560775020955,0.09389608175591467,-1.8581103595496637,-30.797040753866096
-0.8887637664492818,1.3307245433952841,1.2556838891333175,2.4698183074864377,-1.7817460109526149,0.9507615378644909,0.6223757796992732,-0.9778325026464957,0.30992337459047536,-0.7827185885385128,-0.20938862616696988,1.9437561856671404,19.77299107393173
1.3188036236075944,0.746681337106194,-0.5512491583683714,2.59727375954332,-1.6548821866994743,-0.5237517589950352,0.5178355380123248,-0.9964668665497997,0.8518709379651395,-0.8554801900520468,-0.08398680770468461,0.3911424144754747,2.1093996680947256
-0.11674549843856408,1.0673627893534152,0.195391216403497,1.48069479082916,1.5870554141601136,0.19415032206556157,0.9959436019728047,0.999867823950879,0.9809717898297783,0.089979673757108,-0.016258371004927753,3.2631414213927705,18.800317594582715
-0.6606590566031841,1.4243389780061984,0.456148041141629,2.521204278038772,-0.7977698228648529,0.4404932645903,0.5813512072030456,-0.7158005288617477,0.8977559155196806,-0.8136527354366613,0.6983048065717736,2.179582496315548,17.232824336477996
-1.111973264143254,0.8375730847807576,0.5713501897019033,2.5759014738371526,-0.3129354618925215,0.5407682825374402,0.5359994506126803,-0.3078528569974744,0.8411716023508563,-0.8442183301391323,0.9514339800734954,2.8343162016465344,14.662655092936555
-1.2156491440782342,1.596926414102973,1.5150124791877202,0.3948893625302682,1.5834722087041464,0.9984444846117858,0.38470606844884997,0.9999196620846312,0.05575492039547239,0.9230391329183334,-0.012675542456122343,3.4933740504221347,36.6737507332727
1.352904205781334,-0.28790062248489284,-0.9833887299872296,2.648089850282497,-2.1327149748541556,-0.8323801973871119,0.4737136331062284,-0.8462343928092857,0.554205022530284,-0.8806789391198688,-0.5328108035942022,-0.4680138545588881,-7.9766730820841305
1.0531550337615792,1.5115560035318079,-0.21469513475567092,2.270722885924328,-1.058673490426429,-0.213049572243717,0.7648894971296207,-0.8717062215280306,0.9770413910202419,-0.6441615148243458,0.49002883930369245,0.9973542607422279,11.911752187962804
-1.1502646866572062,0.335556422382438,0.7001401949197557,2.8473931928044482,-0.4921622564451831,0.6443249078954865,0.2899737994076549,-0.4725326164242202,0.7647518637214773,-0.9570345843578951,0.8813131829351475,3.0553711312790206,10.413754586986803
-1.7067281439170794,1.662433128260942,1.5459716073840046,0.8456785913160259,0.7687989803287834,0.99969188247712,0.7484213422097314,0.6952725119287952,0.024822169714831796,0.6632235630049523,0.718746223750931,3.160449179028814,34.45465240188453
1.1730744087002152,0.25782621704610686,-0.8784107603635364,2.9224850679489234,-1.906164985063024,-0.7697253201517443,0.21735863140024694,-0.9442890419857178,0.6383752278380598,-0.9760918119499884,-0.32911731219383655,0.1379093225223631,-5.105698704007791
1.370434104815343,-2.6179147085390593,-1.2225300101909917,0.023979286012504018,0.3558606012156602,-0.9399657770686667,0.023976988039053505,0.3483971761256219,0.3412687180796059,0.999712510697238,0.9373470049387753,-0.8426901229628274,-40.42114224069597
-0.24023782991965792,1.791467368212714,0.2398967507114531,1.8208975076835097,0.3445250734876506,0.23760233520546634,0.9688873841985883,0.33774969744102135,0.9713625123016171,-0.2475019934077646,0.9412359650366632,2.4053193318826134,22.104600150232862
0.8365159999468355,1.8522682079537045,0.24413433295441744,2.0395274170414144,-1.2599191399824785,0.24171641809818875,0.8921422420946461,-0.9520656101174265,0.9703469344630206,-0.4517546013825846,0.3058938934201407,1.0237426100133535,21.24902825199168
0.5106053489102806,-2.750188766636341,-1.511464594998947,0.6332119599154672,-0.8808429747951048,-0.9982403890817548,0.5917370664387209,-0.7712757073445751,0.059296927457555784,0.8061310341392998,0.636501204445149,-1.7590956098785844,-40.62516737702974
2.0557249763255543,1.8148387484321515,0.8252078685223214,0.3448447762535376,-1.0099912716744766,0.7346888170096619,0.33805059591659553,-0.8468272023322486,0.678404261602876,0.9411279374242562,0.5318681127780993,0.16006137310138246,32.34914349404852
-0.749819191026366,-0.7063243357120467,1.375256689207644,2.568288535120499,0.5173919052121807,0.9809429630044175,0.5424108386013399,0.4946150958026491,0.19429591692085038,-0.8401133745916627,0.8691121371860688,4.460937129540324,8.730985017924342
2.4984567824121724,-1.6390877739331118,-0.6962478205731575,0.13026457245022033,0.08629972078309356,-0.6413433339348316,0.1298964780392965,0.086192639098098,0.7672540179219364,0.9915275613884803,0.9962784896630585,-0.47968352733984365,-25.88345497566761
0.7791072025058146,0.9256844463851196,-1.3261530974710682,2.7930616763688603,-0.3441480453661554,-0.9702238002126871,0.341517478047121,-0.3373948010160534,0.24221019280957584,-0.9398754237601568,0.9413632392691663,1.1227605335316366,-4.738199173645504
-0.4106529475920895,-2.0169260071680273,-1.327041784177761,0.1055777194859665,-1.8130381423489692,-0.97043866603901,0.10538168903886186,-0.9708026490096511,0.24134787228485555,0.9944318476473472,-0.23987958786825564,-3.034502207040764,-38.15051910638606
0.11702295651635158,1.9376704153860929,0.13940563641236947,1.905792417920846,-0.044843200392819416,0.138954541698788,0.9444115947427048,-0.04482817261093397,0.990298760648159,-0.32876547829043906,0.99899471216837,2.000354853940396,20.95720567679511
-0.8302304411559525,1.2334894668485958,0.5486811572104084,1.774804772674601,0.8360335327674635,0.5215624288707449,0.9792623510462489,0.7419897998091062,0.8532131227251778,-0.2025962680391056,0.6704111700883589,3.159519462652473,23.443177509479526
2.6018531488914176,0.24398507957197385,-0.05032150451955464,0.850018729439171,-1.236296022314153,-0.05030026940471758,0.7512927661227051,-0.9445744761993091,0.9987341402484511,0.6599690747085761,0.3282972112473707,-0.43659879739453666,7.245049084105698
-0.376951156331701,1.7467626610924618,0.5901965880864681,2.3321909524976223,-1.1177541701892564,0.5565243651989968,0.7238745186018811,-0.8991197044326232,0.8308312890953576,-0.6899316497443024,0.43770281824657276,1.804633370394834,21.62010093120378
1.1610791165393222,0.8118143453519427,-0.9357920142971901,1.627165208687525,1.0833057714194259,-0.8050691383893063,0.9984116952072791,0.8835110888144921,0.5931809862201417,-0.05633903507628796,0.4684102432076295,1.7746789658097608,-5.558693780777848
-0.09967036354065764,1.558021824829275,0.085546695125021,2.5332677680107114,-0.8163739832780532,0.08544239146603279,0.5714936527925788,-0.7286672830955812,0.9963431124570317,-0.8206064859710746,0.6848678635664723,1.8024404798576792,14.216503667949869
0.6808352744933378,-1.862319811992573,-1.1190141329831964,0.8478605795870482,-2.1022885460077414,-0.899670479873524,0.7498667054534,-0.8620517436163255,0.4365696137434935,0.6615889388830983,-0.5068202751745958,-2.3734420994038894,-29.413753520761507
2.2213346404819485,1.9066132416559358,0.5199221036785904,0.49995139817606327,-0.42819027600108206,0.49681253641456563,0.47938288592482237,-0.4152251435489459,0.8678578821796377,0.8776058618094963,0.9097186818817987,0.5916832258535716,27.457930073914753
1.8495969182619296,1.0779664477584476,-0.43677526149993606,0.9652092148970335,0.9623984654377162,-0.423019667944041,0.8221680289111503,0.8205647785920654,0.9061205000067669,0.5692448789724455,0.5715535356676176,1.4908324188348137,1.9338003089455924
